jour,mois,saison,temp_moyenne,nb_evenements,ensoleillement,distance_aeroport,jours_sans_pluie,nuitées
30,2,hiver,17.591133685075803,1,8.30665732427436,17.89094410284391,42.58266493289222,279.690826969984
15,12,hiver,28.13259735849841,0,11.88437922538754,20.240955814726085,11.926350314900057,91.73229166272846
30,1,hiver,7.593525067173992,3,4.126409422535522,14.925155838411452,26.909872088603407,169.87296314983558
19,6,ete,22.56917596532773,0,7.184644776851027,13.939891165977938,4.4180157024979945,46.17417007129087
12,12,hiver,18.715948457904833,1,4.332980912016309,21.624783505291905,34.18929004178735,184.68056457880238
23,5,printemps,28.190563747738203,2,6.993271813498984,16.37906867029074,23.49041145063713,138.3945451896081
20,11,automne,27.505194200022302,4,6.270795717764013,19.71157198551322,22.739788687928872,108.42771587427193
25,9,automne,21.827533674133463,2,5.0113073849972,28.088746552621046,24.13827323143319,84.68455901339024
3,1,hiver,12.101384646441016,1,9.826184061059559,27.799688511864105,25.239997244453505,118.96279206548859
5,7,ete,17.130552588324335,1,8.511295407700858,31.1202238934415,28.090672588448797,85.88108719325535
19,5,printemps,17.67804461693131,3,9.591711259308092,28.188262541995606,14.00902581790972,74.40861408855083
7,5,printemps,13.367726027732676,4,6.936692350665011,32.01509095892745,13.424117062278778,50.64264662572084
21,2,hiver,25.77292140929685,0,7.858567048439834,22.182648339062805,20.492238780480676,108.58947727276703
9,11,automne,12.73286751362797,2,11.18928128243263,15.484897086777082,26.84427760418309,126.91804021241484
7,3,printemps,29.82663754226856,4,7.994559609781775,14.998037152572598,19.33344523777511,125.2608806786078
18,7,ete,29.814113170227294,1,9.615913098318883,26.9816530372076,27.73901795799103,99.61198128174138
4,6,ete,18.07469869070247,2,6.765087394566542,20.2581325140521,26.178367827019173,113.03373301777309
25,12,hiver,21.642476850649082,5,9.432034686728521,20.63065757923008,17.830167385839736,135.72620972969852
28,2,hiver,19.63858260964788,3,6.902161280389397,17.254644560230933,2.5282003021915074,75.43049049855429
14,6,ete,24.509124001808452,0,4.207155247880655,17.854130301753585,14.964720546460887,59.342603907985385
18,2,hiver,26.373386692823797,4,7.984834224157916,21.918796448884628,37.42797233809675,256.7296259006897
26,2,hiver,21.289984960600332,2,7.059393714792076,14.723882549379816,23.400596507056996,139.1783322024659
9,2,hiver,22.345583548905314,1,4.750437281205476,21.28569232904048,13.604498687299078,72.76866374838005
26,11,automne,16.896978680302418,3,8.382985703346348,27.555400975675646,22.50651577607899,74.85360782393431
21,3,printemps,22.183569834451692,2,6.212947030093357,9.331820791705896,26.76644068327802,164.42043982866602
2,2,hiver,20.813810394619903,3,14.185282556925365,12.293440609614432,13.609343905483666,138.77667067579844
20,4,printemps,15.441027556243217,0,5.071115533172665,23.37804980751529,32.35383894121897,131.92023107086203
28,9,automne,19.929814453284443,2,5.574150115099721,26.819839368304315,24.956980211636502,90.36711502520401
15,6,ete,18.084087410069635,2,9.739102213295581,17.55053634930159,9.000912268276602,56.46706086416287
28,1,hiver,16.952522090909707,2,7.733956238719822,10.008796924777307,28.563662865423737,167.7715302691341
7,8,ete,14.267543962002161,5,9.698404618524437,27.159620869703758,15.903866152023046,61.98283656263852
12,12,hiver,20.31251366624738,2,8.760782107795801,15.944674240427378,18.208695736943945,123.59073904680758
29,7,ete,16.097629968373283,2,6.8353857441376356,18.193768285361937,9.840313030318889,39.70545693495668
8,10,automne,17.644459138486503,3,5.241815213840736,21.595224361598884,26.3144641268983,104.50749679641724
15,3,printemps,25.375621376086443,0,10.142166161456064,16.667833140446213,18.511347733045785,110.27598457279659
3,1,hiver,23.16058050634189,4,5.423099628821401,15.619351364214026,26.737569545006092,174.24957406376333
14,5,printemps,15.106166760693732,3,9.117811922328322,15.710999037179556,14.490176109344304,101.39578860302548
17,4,printemps,21.75945533953218,2,9.837997514513697,29.289642804638415,13.345967121299216,57.090479573818904
4,10,automne,20.663903491320777,3,7.746164391940079,25.798067942126405,12.535629284022496,50.72651447145393
18,8,ete,28.508481042667306,2,7.391704928624394,22.872586703085908,23.960321795429284,98.23864203869489
8,1,hiver,26.915725004361374,3,6.03254779067796,9.067833871327169,13.196501754972635,133.5079532574448
4,10,automne,12.33125637145082,1,8.925485433408603,22.890959475277935,17.96887351273587,61.49061735421276
2,1,hiver,24.305638344793003,2,1.9081423378367761,22.621001042047347,14.815730126936678,69.63747947429542
30,12,hiver,26.325986258118494,2,9.43145267811362,13.60933429907417,24.400839248976762,166.5058536386599
6,4,printemps,22.796796043641656,2,8.238952681951428,21.293550667369164,2.646975533956887,62.78671208363541
22,8,ete,18.322939281529045,2,7.554368600560635,25.257462481293445,22.470328702233385,76.24240862484592
10,5,printemps,32.06696957558568,3,8.484604549327695,22.846829592968867,37.31343189095807,217.70308598414454
4,2,hiver,23.257046404635112,5,5.2528872161357425,16.59915299149887,32.36026108733698,227.09425611624462
22,6,ete,29.88272136864114,1,3.174014623848234,20.066323215419867,13.833468780265278,42.72371580889192
29,5,printemps,26.757392147367536,5,8.937150139907923,23.651784656005994,24.94601776164984,143.55012690172347
31,2,hiver,22.320673301116518,3,10.633092344369379,20.297260171088247,23.00565472839905,151.2684124153354
18,11,automne,17.10149544263186,3,4.521196056126525,26.271424445534475,34.693920631621374,145.49949112810185
26,11,automne,19.879475609237492,2,5.895039846007174,21.97840778420054,-5.101149223227676,31.818625267282094
12,11,automne,18.890437736032233,4,9.504649786054873,23.764613326439154,31.128673689351643,146.13811109485889
2,3,printemps,13.92740522175365,3,8.717779519893705,24.1070032349588,17.32482327236129,68.98554896493705
10,9,automne,23.251407874798517,4,13.926216912613416,14.666586483470684,12.567710605495822,101.56988788935494
30,7,ete,27.836765009797045,1,10.151314937651797,20.249930176783394,12.281979712053744,72.8254380996344
4,7,ete,18.508482527242766,4,9.670848943786098,18.338227632405175,7.000936837887199,66.17892535196528
14,11,automne,30.818282496123686,0,6.472422600010235,25.219229974035393,13.858815925260643,37.387822148523256
31,6,ete,12.212086070691331,1,9.049611592781364,22.316165233520124,9.202659460686045,27.973082214676772
16,8,ete,25.27181774193602,6,10.99082732495074,19.05893768947205,21.802171705073185,129.5871727662768
15,4,printemps,28.35760117702705,1,7.671218469854189,13.590742982786685,25.899376323283803,151.0534064182082
8,8,ete,18.979847095094698,3,7.765570852525736,12.015458339397295,17.43426590361638,84.26550999355845
14,4,printemps,19.069717474285596,2,8.282707053213866,21.55171309972477,34.99723206256165,191.4897022793136
23,8,ete,25.213825879222007,4,6.67100263705553,16.4139366138327,14.515787145430615,92.06665670587574
28,9,automne,22.529955549797673,2,8.537927028246628,23.330632340486165,16.911375776034074,67.13358411441975
25,3,printemps,10.012943282702466,2,8.487944276551362,11.784298674618869,15.27059357071576,92.13269152328945
30,3,printemps,15.783134227303096,2,10.959972826361312,27.964755991044452,25.986188739143948,104.77271270028656
8,11,automne,19.932252259762702,1,7.621215114978593,23.319320449658374,26.995735028518887,105.56158174206246
21,2,hiver,13.151509101574666,0,9.349457092127013,20.495925449888638,24.95366883971097,114.6332343086973
16,10,automne,17.62912841785048,4,7.6808694360158976,28.41529468201366,18.758913460625305,69.01346777127505
13,3,printemps,13.276572873780328,5,9.279518883564489,24.74208967110568,6.593771409221109,59.68503427686891
18,3,printemps,18.149146847233048,1,7.499883088416205,17.62498380691478,16.805594191894933,89.28322403144121
15,5,printemps,18.316886363394197,7,9.146945973890412,20.387881548891645,34.781397139005314,217.68905065702447
21,5,printemps,21.758773382968567,2,9.456471658176897,10.178628500926273,30.13237887434986,198.85861048446841
24,2,hiver,19.541203380002496,2,5.8666877338843815,25.320951552744255,22.9405039668672,96.4241094254218
26,12,hiver,22.51394860520378,2,10.204750841341202,18.520241610041392,16.155479428815568,116.7098012448776
25,10,automne,21.91772003736961,2,7.667045226103957,10.11387577380509,19.863815226654754,108.49696842619134
28,6,ete,25.15669997132155,3,7.060406610747702,14.090807152955042,16.199957609642855,89.26574916153943
28,5,printemps,24.36891520480058,2,6.579983776659956,24.35456024224705,31.930516880835466,170.40595919117982
28,6,ete,23.840619175673584,1,8.596400556196482,28.069013575180765,11.610330016065847,47.840623751862076
13,1,hiver,35.52433714233361,0,7.990756622192955,20.102127594590435,29.236692822969772,138.30083336497717
9,5,printemps,21.737013183211644,0,8.741614371083372,15.089743290035532,14.707974283412327,91.80455820610254
29,9,automne,32.967857519294306,1,8.780441568636958,12.89625155160449,33.209268303619915,152.64850387458586
15,12,hiver,22.061092011219667,4,9.217169290700356,27.07307309070554,24.267759238080068,154.55030544674926
13,10,automne,19.58574542597054,4,13.552568232306117,22.247338892236137,12.506126000551312,85.27404860486153
1,2,hiver,18.134174088934014,4,8.079383514663702,18.349301896776268,16.906875864979927,107.03651686288508
25,1,hiver,27.548628992242147,2,6.530853226854854,17.158641069622295,27.116406067233264,181.9922222450868
7,10,automne,28.20251696443969,3,3.960373335323532,23.359148188668144,15.008571764259406,56.493642080037006
9,11,automne,22.998919279823646,1,5.609366403618827,23.221592470356804,20.221364853812062,77.42032710232186
24,9,automne,25.66773387251353,3,10.47069730150582,15.517077932720273,14.870558308510557,98.38546718440705
1,10,automne,13.613897670384585,4,9.439849013546214,14.288137545495289,37.591171482485464,205.97345366195785
12,9,automne,12.25610088743894,1,5.300027906970012,14.540486521432527,39.3107189295133,197.3239119200682
8,9,automne,26.23163442898727,1,12.928424881998442,17.658877097628217,34.63123953391724,190.40526366518208
24,6,ete,19.365942510484892,2,8.653528955323017,16.55107273208622,18.75626034866167,91.26833763183937
31,8,ete,23.746512086987515,2,8.920633439760678,28.090460090847827,15.972473532930316,62.575627748651335
11,11,automne,16.41356025021961,1,12.48845035987216,17.481096888702805,12.208364204858704,62.346772272284994
19,1,hiver,28.284942348523877,4,11.478911441656425,13.751667760251351,35.35721290803106,279.84990998383853
17,10,automne,12.29790664055482,1,9.562274951664321,14.032512795502363,29.30723710701169,137.88931063523242
8,4,printemps,13.072074567586558,2,9.65842788165251,19.080141994792022,29.787608815073405,159.07872653074534
3,1,hiver,27.221557918561725,3,9.845570192341734,10.889379385105798,17.500720631191083,139.4653503961563
3,8,ete,6.950791035085498,2,7.518065736575968,19.69939643068802,2.4210251574209174,56.754589005633186
1,1,hiver,21.892844340474582,1,8.573585795088395,13.318952497592178,4.7204239045923675,75.4077897960867
27,3,printemps,19.463370022017116,2,9.148640988149426,25.793051833708507,20.576340629025097,85.36760536300879
5,4,printemps,16.32024040399985,1,7.7464348112431765,20.582811746209725,14.773257436336646,60.38533898404968
10,8,ete,19.000300757048155,4,6.069160980568894,30.605118007662217,13.622987056073685,30.454090573359146
7,6,ete,15.76238253455095,3,7.467739197382664,18.858997102488946,23.451483737286242,98.02327149338035
26,10,automne,27.711279730242495,0,6.024134784188158,4.34128083014873,30.13659829859492,158.68251539028157
9,12,hiver,29.022485441808048,3,8.128745141744462,27.28840600178102,12.987729314032507,68.81735585189534
28,7,ete,16.571312066058276,2,4.439085695986973,22.50961579238534,6.943903143438222,23.003085042452536
7,8,ete,21.377624387342657,2,8.682077021015095,23.284539394803367,13.225288245222734,60.565456037492055
9,2,hiver,13.374617645319764,0,4.737451008863671,14.987082051279755,9.560360374480673,39.9206964138287
8,10,automne,25.365260795015633,2,7.19305388001399,19.785759722023055,25.92832615925989,120.09254940284329
12,11,automne,25.23504587321657,2,9.008202148961692,20.9323043756783,19.958912457900784,93.72159099366736
2,8,ete,18.523688836461552,2,9.58229342302506,18.810896911969508,38.804892282355596,197.79584313253173
1,3,printemps,20.08442529209948,3,9.344718417767002,11.32818587373263,27.346851196382623,173.5792396758896
16,7,ete,19.531172752386645,2,8.639467828947762,33.843460241295276,38.13856136998166,160.45628118097648
23,3,printemps,11.90771083159862,1,5.761453369505016,24.179146189141125,5.961246400923843,27.877588805358837
23,7,ete,27.730020738000633,1,9.961216709733515,22.10292023510198,-12.528587964316166,66.82194092694839
30,11,automne,16.165233805587846,0,5.807197270989778,26.569428105069896,22.429920284354015,52.63160577310356
24,12,hiver,16.199253638710395,2,10.189151640908651,23.220961055194206,21.232202409921072,106.45038744598237
5,2,hiver,19.247900727690833,0,9.25540951496341,16.6139855996015,18.77214585452063,104.04405625862626
3,10,automne,24.977742926811395,1,10.717803029479075,26.24891378908845,20.95796725629645,82.15965679392046
12,6,ete,17.043483924539846,1,8.049736968032594,24.261080032890074,8.759738152693917,35.173953528549916
8,3,printemps,10.239073892982779,0,6.3624717855779584,16.803570913429706,25.631786978844506,132.85321646107607
22,3,printemps,15.56500969635233,3,5.414694951681501,23.950073341425224,27.361932401023374,117.51374115039732
27,9,automne,22.120702095394954,2,5.636841330854148,18.797149839119594,8.002512829968925,51.044598725390344
3,7,ete,30.948751439045935,2,4.7264505027859745,21.042390998993064,16.463635791507087,55.198015093068136
1,5,printemps,13.700400168134221,1,9.884005833873129,22.998252334566132,17.08136150860239,74.10934468846798
3,12,hiver,13.517491162595855,3,10.134833906064799,26.842488506524802,13.291890978397209,68.90776944125602
5,10,automne,12.43702249580592,3,9.107399850513696,16.77002007436473,8.388876098667783,50.9363854331538
15,7,ete,11.816375043503296,2,7.933918175853442,21.824810903261316,20.125049910254244,70.92165863630169
14,9,automne,26.02845730040715,1,12.121918872925026,30.078631131155976,22.608055206642984,94.340033587879
3,1,hiver,27.4734428768219,4,7.803703034071985,19.11976251986524,13.898178912357046,105.15989775424744
1,7,ete,20.888779467902012,3,8.441833616287786,20.98278388849791,9.092114022435425,53.55204039227055
5,6,ete,17.661436139295716,2,7.904296973341761,30.07115237238994,24.105572450413728,82.47624087436154
26,10,automne,28.955718934313133,5,7.323383867073105,23.18738735974552,12.326795247643448,65.01396972003451
23,12,hiver,20.869540208282523,1,9.261948979662195,12.630098604194421,16.90794486400794,115.68737355448101
31,9,automne,25.447183546802172,0,6.733006621590954,16.022611739228175,15.639233718417799,71.65624337571867
14,1,hiver,17.41775529139092,1,6.59884434697072,23.447896071827216,32.45708664169661,156.78280165143437
7,4,printemps,20.22121927111887,4,9.362938770818708,22.115024539452374,12.78569535946382,86.19043600961885
27,9,automne,13.813291772764769,1,7.004783266875322,20.812899333694098,37.255265790089844,165.83151280632043
9,4,printemps,23.146244859467924,0,8.266964056150359,30.806120915832324,27.523019381415068,113.944224809558
15,10,automne,20.954688753866577,2,7.317343760472946,16.912564219208026,38.20898675789353,195.3930874637406
15,3,printemps,15.52718383793108,1,7.976897403546704,19.62793088283982,26.646388295796736,124.58052332519028
26,9,automne,15.594464252367693,3,6.653421763066753,10.184448952808822,17.789555522978294,76.53638821427379
10,2,hiver,28.07979251669372,4,6.718822494501813,25.80329944400486,10.826336708478058,67.23474196093014
28,4,printemps,29.858343752309082,2,6.360535756379431,16.0057384946871,16.445886092257265,90.7546812545893
13,6,ete,18.934323316663395,2,9.686660219722903,25.285683844004645,34.87281025223227,154.18047964460067
19,2,hiver,20.338767863810812,3,8.34376966850266,24.760150657186507,19.520612076551146,100.06562099388924
31,8,ete,22.000572373241084,1,9.837101647587328,31.745496293938892,26.60919387155108,102.21300210802032
7,8,ete,20.740158790798436,1,10.050773129087924,23.24637788265606,22.069713450659926,86.50454709112267
17,1,hiver,11.628511397306848,4,7.080171345728653,18.219566878399455,22.496611785092412,143.53454887449
20,12,hiver,22.13935338595193,1,9.763169968777127,22.26811479998546,22.881596839649145,116.43287908128458
29,3,printemps,9.560554826996956,1,7.9717585561331346,16.20373576085706,24.953414868324522,118.90956337352787
4,10,automne,16.336579043711904,1,7.682652989041496,21.595800887544545,11.858925089091898,44.18314596977083
30,9,automne,22.527135733124087,3,10.50473419332155,18.99548747228814,17.25095729093805,90.4941146664027
5,5,printemps,22.999971039624185,3,9.107536925630864,19.648307751640644,23.093133330163397,131.53202939811305
23,6,ete,15.949634578952551,3,7.295151489872545,15.508167560362182,21.634872225001967,98.04128769271537
7,4,printemps,17.707815299065413,1,8.977586631053297,21.50223029881388,15.387953963877662,64.23142492485148
13,10,automne,17.030817455007732,0,5.468574695660822,24.121150128430344,24.16600914761105,73.08194799707061
15,2,hiver,19.48577918431965,1,8.494625962279233,11.739516026641365,12.288586434427808,87.67884698206318
11,11,automne,19.866028266821683,2,5.000816898283633,16.557036733674313,7.769938310637304,49.317468610615315
29,8,ete,23.342340647645553,1,6.031200748263634,20.84023584590135,22.949857678891437,90.19998290348664
4,11,automne,17.41551568555108,3,9.169279396538238,8.26341679393293,8.015082624792427,70.5498659039398
13,6,ete,21.866980959567776,3,2.65950800514638,28.701322168564595,22.801240024196353,81.75327900554028
7,5,printemps,22.535078822435956,3,11.60502371814951,16.444445927234725,0.4531900440124659,95.61310885225195
27,9,automne,20.991446886859325,2,9.668985441409202,15.30956240620786,12.750121608432007,74.07579175229145
19,1,hiver,18.701970887752626,2,4.322933755020523,18.963288618716057,16.724230869508848,75.6007694018386
22,5,printemps,20.9032273213772,1,12.79699721338646,20.68686419399112,3.9336482538233923,76.49448249249158
28,6,ete,23.75870136696788,4,13.348207784972036,16.217635510238313,16.27327727126827,108.39942745876465
2,5,printemps,24.195924338581563,2,7.639016682020523,24.902068329944633,31.850196379524114,167.4822162885817
10,6,ete,29.07686342413453,2,6.147021870599513,21.998532697206116,7.2969127311644435,44.9784324828501
13,6,ete,15.049868818468692,2,11.372607148405727,15.813790531973222,16.54626754478649,91.22183735933388
30,7,ete,17.799963045022988,1,7.312419725119481,17.387974415388143,37.026446693721994,173.1519142285166
25,4,printemps,11.93265669865799,1,8.322079015625707,12.416151518048403,9.381391369892318,76.17438070718954
21,11,automne,24.655047321639273,0,10.434579467845534,13.73329552232582,33.97223351733872,174.10255066742698
6,8,ete,18.327462468216265,3,7.692977072413607,21.937991641061807,17.209947199540373,70.61047356222792
28,7,ete,21.030954910146633,2,7.517891499366663,15.865677219650857,21.01912085882915,96.38710111014328
28,9,automne,16.978307152766803,2,5.455210045589563,29.021422265245462,32.91482231409385,127.86442441562382
12,7,ete,18.366480025110874,2,6.738913808523969,20.35461600154571,15.149020606989806,65.54069781419953
12,3,printemps,26.115950527133293,2,7.478460307487864,13.235882874480023,26.31025673403485,175.1704503049439
20,3,printemps,23.471167052429916,3,5.522873621930666,14.283263569662186,28.845971067255874,169.9226749799344
30,8,ete,19.44238971170527,2,5.704128363581244,25.26484847340714,13.491859927579327,43.22036913175913
30,5,printemps,23.839069597381986,3,8.067202633287978,19.617431986954628,12.385698329012044,91.83045373208647
11,4,printemps,23.949500400189372,5,4.300591708656079,24.95997413278818,17.713969043510335,90.64596441228127
26,8,ete,18.042872416566325,1,6.241673968757336,18.167560099609673,18.026846588387606,64.77353942925211
23,6,ete,12.654602196818958,3,11.889187987194045,17.19883953748245,9.210520209088111,71.89210953667664
28,2,hiver,15.504191864989803,1,7.309062705719855,25.597236855171925,13.583995013319683,41.02613330985424
25,4,printemps,13.297356983087415,2,7.058553183592298,15.707113114857037,-14.669041568721582,70.99144618583914
7,12,hiver,25.822173229964534,0,7.300108330970319,22.44527066685181,16.657273167055937,78.74912879087236
30,11,automne,26.690576082238405,1,7.331695237091335,18.941081947993162,28.943941803013175,124.79203986261932
1,4,printemps,27.93186940079508,1,9.149737739676768,24.393617066878875,3.3331086522545057,54.11107027581676
1,6,ete,9.902222255114157,2,9.009732306355602,29.092419937678997,15.368554684564664,49.24239221369308
25,6,ete,25.357004551868606,6,7.218483173870959,18.039111583994956,44.42332807843222,268.802068196768
27,1,hiver,31.06095654692343,1,7.572325153724115,17.26428930601772,19.77439958666466,106.16412792246354
30,8,ete,25.559938569053223,3,10.625546235980119,23.329041945186777,33.56794367807971,172.69183611196303
25,6,ete,9.243851910646653,1,4.979390491059499,14.589982023984659,9.880846783088026,50.24689933527834
20,3,printemps,28.84149154198386,3,7.884835966902558,28.082327289250177,24.48818405772225,120.0838242255296
13,9,automne,20.208445185659706,3,8.270493080702463,27.230112750282366,8.177817699583116,39.86607524874895
9,2,hiver,18.83800446749764,1,6.44663427980177,15.004401804197848,24.01064614944284,113.78572619184314
3,11,automne,22.25547648291489,1,7.769726793017405,12.08437590296547,28.422482347597835,148.09794735360893
7,8,ete,14.754965387147568,3,6.176647078396233,14.19711423571891,26.04975845529676,108.88334183468811
6,10,automne,20.013911854607894,3,9.274338141403007,14.273151800204412,16.550626742684823,88.11796972818492
8,3,printemps,28.102148225520367,0,5.3235866889912415,24.008802821774882,22.749335660178915,86.09873648764433
27,12,hiver,23.11198435261644,2,10.124667324840118,27.745851578897017,22.84491935409495,124.3596214603628
9,5,printemps,20.29200736051334,3,7.853389685820885,23.950631063094118,26.659896554551523,133.53454210533977
30,6,ete,20.448040799638044,4,7.103932281132578,18.819038916917712,18.76233051793414,95.21949766815489
5,10,automne,14.093030083505994,2,5.990605800691453,21.71249233455207,29.31138800235234,119.09134448494092
1,6,ete,19.25006054300137,2,10.06131559197493,15.651109835974822,34.34605399296058,171.11660350858
19,4,printemps,11.828523321851163,2,6.696275731932081,25.486040227821164,16.82132553295,56.74643758072409
10,3,printemps,25.112204761969053,1,5.665502881011034,22.160144699912664,20.464397279419604,92.32758689183487
12,4,printemps,9.071447587623286,1,10.102926638016239,23.865988910082315,10.951852161882876,65.57080342224597
24,1,hiver,24.27450189810355,1,6.191388373010683,16.36232149070112,23.40257323824268,136.21028345605563
15,4,printemps,24.897054504170306,4,7.811035371711026,19.157014065656767,23.466377277807943,141.2146528207794
27,1,hiver,26.59382307863597,4,9.637607551474526,23.625365699906016,20.579863850337023,125.19327246971457
22,12,hiver,20.434295815809016,2,8.315915205561907,27.217564497618074,21.333996543012695,86.24494407268068
24,1,hiver,24.583142330787645,0,11.461703091739947,16.959501202757075,39.218263890741866,271.91334511568016
9,10,automne,19.20126679817392,4,6.3300992634246445,23.9022595358541,-8.867228040634764,52.887587397718335
20,6,ete,14.066514411560332,2,7.578977326800518,16.43964101694858,15.033431220405298,65.06496252402927
17,5,printemps,27.653661962689974,7,7.733643719464636,30.585968864133044,16.5627632190792,96.27052924381516
30,11,automne,19.515570851924625,2,9.24246990514799,17.925876458637354,34.56912612954301,173.5110278116528
17,4,printemps,12.952443412634029,5,10.577246255676187,23.21752587026056,24.752888093185806,128.5516379615424
26,11,automne,17.66592527105109,2,8.147233019257394,20.828048076168162,24.996858361381562,98.8606091695944
20,3,printemps,17.863376587159145,2,7.724672339279431,33.02651560680246,32.59856190903125,129.8835110725117
12,1,hiver,22.30848459062106,3,5.03401626434027,21.149508040122818,18.200432981967193,103.07933136735852
30,6,ete,31.735237416863654,2,8.22476237959339,17.42471988504936,26.523265358282316,116.285397944054
7,2,hiver,22.612093066412825,1,6.699399980007093,23.197532563065316,14.692341118466432,76.72834682668908
2,8,ete,21.034219259982628,0,9.23687262119754,23.086204333876864,9.466936741545375,49.53081954050188
3,10,automne,32.27888099781278,1,7.180631621563943,19.21265068120529,37.94166987302988,179.39039314075828
17,5,printemps,24.894467699563627,5,7.5187238912598575,14.526170678859458,23.6903172976413,154.29225622454658
5,7,ete,21.271246020674642,3,5.079463970832861,17.360005693048215,26.446625948746018,125.2627937747106
17,10,automne,17.602940705909525,1,4.3770958324749225,24.407494740724594,9.19825315234666,19.891090817627518
